category,category,speaker_in_sample_A,sample_A_ID,quality
bonafide,target,LA_0018,LA_E_6067971.wav,7
spoofed,A12,LA_0014,LA_E_4335713.wav,3
spoofed,A14,LA_0027,LA_E_2861672.wav,4
bonafide,non-target,LA_0061,LA_E_6586177.wav,9
spoofed,A10,LA_0023,LA_E_4713585.wav,6
bonafide,non-target,LA_0068,LA_E_4352891.wav,7
bonafide,target,LA_0036,LA_E_5861413.wav,9
bonafide,target,LA_0008,LA_E_1350300.wav,3
bonafide,target,LA_0010,LA_E_6874874.wav,3
bonafide,non-target,LA_0049,LA_E_6500771.wav,6
spoofed,A15,LA_0011,LA_E_8790346.wav,6
bonafide,non-target,LA_0049,LA_E_5339961.wav,5
bonafide,target,LA_0023,LA_E_3867621.wav,9
spoofed,A16,LA_0027,LA_E_4139066.wav,0
bonafide,target,LA_0021,LA_E_3777919.wav,9
bonafide,target,LA_0024,LA_E_5576566.wav,3
spoofed,A13,LA_0024,LA_E_3852583.wav,0
spoofed,A18,LA_0019,LA_E_3185939.wav,0
bonafide,target,LA_0031,LA_E_3191926.wav,5
bonafide,target,LA_0016,LA_E_3704961.wav,6
bonafide,target,LA_0019,LA_E_2919347.wav,9
bonafide,target,LA_0034,LA_E_1762489.wav,9
bonafide,target,LA_0035,LA_E_1370800.wav,8
bonafide,target,LA_0021,LA_E_5778752.wav,4
bonafide,non-target,LA_0067,LA_E_2483495.wav,7
bonafide,non-target,LA_0066,LA_E_5668603.wav,6
bonafide,non-target,LA_0052,LA_E_4244867.wav,3
bonafide,non-target,LA_0067,LA_E_7847027.wav,3
bonafide,target,LA_0023,LA_E_5245205.wav,6
bonafide,non-target,LA_0066,LA_E_7892794.wav,6
bonafide,target,LA_0024,LA_E_4696020.wav,6
bonafide,target,LA_0024,LA_E_4295011.wav,9
bonafide,non-target,LA_0051,LA_E_5311555.wav,6
bonafide,target,LA_0016,LA_E_9596607.wav,5
spoofed,A12,LA_0041,LA_E_3866444.wav,6
spoofed,A11,LA_0017,LA_E_4489983.wav,0
bonafide,target,LA_0029,LA_E_5292305.wav,5
bonafide,non-target,LA_0059,LA_E_2291153.wav,2
bonafide,target,LA_0019,LA_E_5615151.wav,4
spoofed,A08,LA_0014,LA_E_6377322.wav,2
spoofed,A13,LA_0006,LA_E_2254444.wav,0
bonafide,target,LA_0016,LA_E_8200655.wav,8
spoofed,A13,LA_0001,LA_E_7456525.wav,2
bonafide,target,LA_0017,LA_E_5317642.wav,7
spoofed,A19,LA_0015,LA_E_4325938.wav,9
bonafide,non-target,LA_0051,LA_E_6234775.wav,9
bonafide,target,LA_0038,LA_E_6882439.wav,6
spoofed,A08,LA_0039,LA_E_1252301.wav,1
bonafide,target,LA_0037,LA_E_8867461.wav,6
bonafide,non-target,LA_0063,LA_E_2263934.wav,9
bonafide,target,LA_0019,LA_E_2016932.wav,6
bonafide,non-target,LA_0061,LA_E_2584900.wav,5
bonafide,target,LA_0038,LA_E_6580072.wav,4
bonafide,target,LA_0026,LA_E_2651841.wav,7
bonafide,target,LA_0003,LA_E_3581006.wav,9
bonafide,target,LA_0004,LA_E_6043062.wav,9
spoofed,A08,LA_0016,LA_E_8505889.wav,2
bonafide,non-target,LA_0061,LA_E_9657209.wav,9
spoofed,A13,LA_0010,LA_E_9458196.wav,1
spoofed,A14,LA_0012,LA_E_1756743.wav,2
spoofed,A18,LA_0008,LA_E_3869309.wav,6
bonafide,non-target,LA_0059,LA_E_8509707.wav,5
spoofed,A07,LA_0023,LA_E_5517478.wav,6
bonafide,target,LA_0010,LA_E_5535714.wav,6
bonafide,target,LA_0024,LA_E_5425509.wav,5
bonafide,target,LA_0009,LA_E_3899988.wav,6
bonafide,target,LA_0043,LA_E_2095975.wav,6
bonafide,target,LA_0016,LA_E_8249275.wav,9
bonafide,target,LA_0023,LA_E_7105936.wav,9
spoofed,A16,LA_0029,LA_E_2059483.wav,6
spoofed,A14,LA_0031,LA_E_2656108.wav,6
spoofed,A08,LA_0005,LA_E_5483412.wav,0
spoofed,A13,LA_0019,LA_E_9373613.wav,0
spoofed,A07,LA_0007,LA_E_6940756.wav,6
spoofed,A17,LA_0021,LA_E_4217679.wav,0
spoofed,A08,LA_0030,LA_E_2251748.wav,4
spoofed,A10,LA_0043,LA_E_1112827.wav,6
bonafide,target,LA_0040,LA_E_3669823.wav,7
spoofed,A13,LA_0032,LA_E_4609385.wav,5
bonafide,target,LA_0023,LA_E_2733152.wav,8
spoofed,A19,LA_0001,LA_E_8020014.wav,0
spoofed,A13,LA_0009,LA_E_3578757.wav,6
spoofed,A18,LA_0024,LA_E_7205743.wav,1
bonafide,target,LA_0037,LA_E_3888678.wav,3
bonafide,target,LA_0020,LA_E_7268595.wav,8
bonafide,target,LA_0015,LA_E_5821904.wav,3
bonafide,target,LA_0024,LA_E_9458863.wav,8
bonafide,non-target,LA_0064,LA_E_6490680.wav,5
bonafide,target,LA_0039,LA_E_2074204.wav,3
spoofed,A15,LA_0026,LA_E_7491832.wav,3
spoofed,A16,LA_0035,LA_E_5895406.wav,0
spoofed,A15,LA_0037,LA_E_9425570.wav,2
bonafide,target,LA_0011,LA_E_1774628.wav,6
spoofed,A12,LA_0007,LA_E_5401233.wav,3
bonafide,target,LA_0031,LA_E_5853108.wav,7
bonafide,target,LA_0045,LA_E_3555959.wav,7
bonafide,non-target,LA_0066,LA_E_3219786.wav,6
bonafide,target,LA_0048,LA_E_4379125.wav,9
bonafide,non-target,LA_0065,LA_E_7603920.wav,6
bonafide,non-target,LA_0050,LA_E_1601873.wav,6
bonafide,target,LA_0046,LA_E_6066342.wav,9
spoofed,A13,LA_0005,LA_E_7285826.wav,3
bonafide,non-target,LA_0056,LA_E_9712612.wav,9
bonafide,target,LA_0002,LA_E_6199020.wav,3
bonafide,non-target,LA_0068,LA_E_9615325.wav,6
spoofed,A11,LA_0013,LA_E_6264180.wav,0
bonafide,target,LA_0018,LA_E_7466834.wav,9
bonafide,target,LA_0037,LA_E_7072113.wav,7
spoofed,A13,LA_0020,LA_E_2036560.wav,0
spoofed,A19,LA_0005,LA_E_7714618.wav,0
spoofed,A07,LA_0004,LA_E_3179372.wav,9
spoofed,A18,LA_0004,LA_E_4894996.wav,1
spoofed,A17,LA_0030,LA_E_8772202.wav,3
bonafide,target,LA_0042,LA_E_7936776.wav,3
spoofed,A11,LA_0040,LA_E_5833676.wav,5
bonafide,target,LA_0022,LA_E_2176801.wav,5
bonafide,non-target,LA_0063,LA_E_5188210.wav,6
bonafide,target,LA_0033,LA_E_7824929.wav,6
bonafide,non-target,LA_0058,LA_E_6687487.wav,7
bonafide,target,LA_0033,LA_E_8140614.wav,3
bonafide,non-target,LA_0067,LA_E_8970114.wav,8
bonafide,target,LA_0012,LA_E_4867311.wav,7
spoofed,A12,LA_0047,LA_E_2748301.wav,7
spoofed,A19,LA_0019,LA_E_1779464.wav,3
spoofed,A15,LA_0042,LA_E_7425775.wav,7
spoofed,A16,LA_0044,LA_E_8034634.wav,2
spoofed,A14,LA_0022,LA_E_3452732.wav,7
bonafide,target,LA_0014,LA_E_4235187.wav,6
bonafide,non-target,LA_0063,LA_E_7711896.wav,8
bonafide,target,LA_0048,LA_E_1330872.wav,5
spoofed,A08,LA_0030,LA_E_1746089.wav,0
bonafide,non-target,LA_0060,LA_E_6286183.wav,6
bonafide,target,LA_0020,LA_E_4171732.wav,9
spoofed,A09,LA_0023,LA_E_2613854.wav,4
bonafide,non-target,LA_0053,LA_E_4148892.wav,3
bonafide,non-target,LA_0064,LA_E_1066571.wav,4
spoofed,A15,LA_0042,LA_E_2585950.wav,1
spoofed,A14,LA_0037,LA_E_1429541.wav,3
bonafide,target,LA_0026,LA_E_1055678.wav,7
spoofed,A17,LA_0035,LA_E_2149224.wav,0
bonafide,non-target,LA_0049,LA_E_7871281.wav,9
bonafide,non-target,LA_0053,LA_E_3541477.wav,3
bonafide,target,LA_0022,LA_E_3801231.wav,9
bonafide,non-target,LA_0058,LA_E_8432180.wav,3
bonafide,target,LA_0047,LA_E_8740592.wav,9
bonafide,target,LA_0023,LA_E_5818343.wav,6
bonafide,target,LA_0007,LA_E_4430867.wav,6
bonafide,target,LA_0025,LA_E_1765046.wav,4
spoofed,A10,LA_0037,LA_E_5379400.wav,8
bonafide,non-target,LA_0054,LA_E_1994534.wav,7
bonafide,target,LA_0048,LA_E_4201007.wav,5
spoofed,A08,LA_0021,LA_E_4314594.wav,1
bonafide,target,LA_0022,LA_E_6047145.wav,6
bonafide,target,LA_0041,LA_E_1234103.wav,4
spoofed,A15,LA_0006,LA_E_4763546.wav,5
bonafide,non-target,LA_0050,LA_E_8513798.wav,6
bonafide,non-target,LA_0061,LA_E_3105878.wav,6
bonafide,non-target,LA_0060,LA_E_4729427.wav,8
bonafide,non-target,LA_0052,LA_E_2379520.wav,4
spoofed,A09,LA_0019,LA_E_5305373.wav,6
bonafide,target,LA_0034,LA_E_2721216.wav,9
bonafide,non-target,LA_0067,LA_E_3844233.wav,6
bonafide,target,LA_0043,LA_E_3184290.wav,9
bonafide,target,LA_0038,LA_E_1870942.wav,3
spoofed,A14,LA_0004,LA_E_8406110.wav,0
bonafide,target,LA_0003,LA_E_3581006.wav,4
bonafide,target,LA_0038,LA_E_4502910.wav,6
bonafide,target,LA_0004,LA_E_5728300.wav,6
bonafide,target,LA_0046,LA_E_2937245.wav,6
bonafide,target,LA_0012,LA_E_4009672.wav,6
bonafide,target,LA_0036,LA_E_1039348.wav,9
bonafide,non-target,LA_0066,LA_E_5668603.wav,9
bonafide,non-target,LA_0053,LA_E_3517101.wav,6
bonafide,target,LA_0039,LA_E_6700417.wav,4
bonafide,target,LA_0014,LA_E_6554062.wav,6
spoofed,A13,LA_0006,LA_E_9019909.wav,1
bonafide,target,LA_0040,LA_E_7852328.wav,3
bonafide,target,LA_0024,LA_E_1199534.wav,7
spoofed,A11,LA_0044,LA_E_7422842.wav,9
spoofed,A15,LA_0013,LA_E_7495436.wav,9
bonafide,target,LA_0041,LA_E_8511513.wav,5
bonafide,non-target,LA_0054,LA_E_1973613.wav,2
bonafide,non-target,LA_0063,LA_E_6901928.wav,5
bonafide,target,LA_0030,LA_E_7993804.wav,4
bonafide,target,LA_0018,LA_E_2251050.wav,6
bonafide,target,LA_0026,LA_E_1668623.wav,7
bonafide,non-target,LA_0063,LA_E_3902702.wav,4
spoofed,A12,LA_0024,LA_E_4006624.wav,0
bonafide,target,LA_0016,LA_E_9084776.wav,4
bonafide,target,LA_0004,LA_E_2477063.wav,7
bonafide,target,LA_0047,LA_E_6255711.wav,9
spoofed,A09,LA_0021,LA_E_4252384.wav,4
bonafide,target,LA_0038,LA_E_9304484.wav,7
bonafide,target,LA_0011,LA_E_6121531.wav,4
bonafide,target,LA_0014,LA_E_1439922.wav,9
bonafide,target,LA_0035,LA_E_3410060.wav,6
bonafide,target,LA_0024,LA_E_7192318.wav,7
spoofed,A15,LA_0002,LA_E_2088556.wav,7
bonafide,non-target,LA_0050,LA_E_4945978.wav,5
spoofed,A16,LA_0038,LA_E_4159446.wav,4
bonafide,target,LA_0020,LA_E_2914296.wav,7
bonafide,non-target,LA_0049,LA_E_1806879.wav,4
spoofed,A08,LA_0031,LA_E_5523563.wav,2
bonafide,target,LA_0036,LA_E_4154190.wav,9
bonafide,non-target,LA_0057,LA_E_1027220.wav,7
spoofed,A15,LA_0001,LA_E_9950375.wav,6
spoofed,A07,LA_0009,LA_E_9610899.wav,0
spoofed,A16,LA_0004,LA_E_1347054.wav,3
bonafide,non-target,LA_0056,LA_E_2497126.wav,8
bonafide,non-target,LA_0051,LA_E_1350377.wav,5
spoofed,A16,LA_0031,LA_E_8721680.wav,7
bonafide,target,LA_0032,LA_E_3235811.wav,2
spoofed,A10,LA_0043,LA_E_2025883.wav,6
bonafide,non-target,LA_0067,LA_E_9209263.wav,5
bonafide,target,LA_0032,LA_E_8699699.wav,8
bonafide,target,LA_0005,LA_E_2667571.wav,8
bonafide,non-target,LA_0053,LA_E_6784880.wav,5
bonafide,target,LA_0038,LA_E_9103470.wav,9
bonafide,non-target,LA_0067,LA_E_6348642.wav,9
spoofed,A17,LA_0010,LA_E_1786676.wav,0
bonafide,non-target,LA_0051,LA_E_5311555.wav,6
bonafide,target,LA_0044,LA_E_3211127.wav,4
bonafide,target,LA_0022,LA_E_8988388.wav,3
bonafide,target,LA_0025,LA_E_3366977.wav,9
bonafide,target,LA_0027,LA_E_7340037.wav,9
bonafide,target,LA_0007,LA_E_5739678.wav,4
bonafide,non-target,LA_0051,LA_E_5376768.wav,6
bonafide,target,LA_0012,LA_E_9398476.wav,6
bonafide,target,LA_0019,LA_E_3963891.wav,5
spoofed,A09,LA_0035,LA_E_8926639.wav,5
bonafide,non-target,LA_0058,LA_E_2450262.wav,9
bonafide,target,LA_0026,LA_E_6377471.wav,5
bonafide,non-target,LA_0052,LA_E_5212743.wav,4
spoofed,A13,LA_0029,LA_E_3609932.wav,0
spoofed,A08,LA_0043,LA_E_6116476.wav,0
spoofed,A09,LA_0030,LA_E_2163790.wav,0
bonafide,non-target,LA_0054,LA_E_6619416.wav,6
bonafide,target,LA_0036,LA_E_9498735.wav,6
spoofed,A17,LA_0037,LA_E_4160690.wav,1
bonafide,target,LA_0039,LA_E_2074204.wav,3
bonafide,target,LA_0027,LA_E_6881396.wav,8
spoofed,A19,LA_0005,LA_E_7310850.wav,6
spoofed,A16,LA_0017,LA_E_2501901.wav,0
bonafide,target,LA_0022,LA_E_6047145.wav,6
spoofed,A11,LA_0039,LA_E_9735947.wav,1
bonafide,non-target,LA_0050,LA_E_4903415.wav,6
bonafide,target,LA_0036,LA_E_1039348.wav,7
bonafide,target,LA_0034,LA_E_3273657.wav,1
bonafide,non-target,LA_0055,LA_E_1023447.wav,7
bonafide,target,LA_0017,LA_E_7829061.wav,7
spoofed,A14,LA_0015,LA_E_1461317.wav,9
bonafide,non-target,LA_0051,LA_E_1200064.wav,4
bonafide,target,LA_0002,LA_E_8545247.wav,7
spoofed,A07,LA_0029,LA_E_4960439.wav,7
bonafide,target,LA_0035,LA_E_8542590.wav,8
bonafide,non-target,LA_0068,LA_E_1109756.wav,6
bonafide,target,LA_0011,LA_E_4676592.wav,8
bonafide,target,LA_0011,LA_E_5263460.wav,9
spoofed,A07,LA_0024,LA_E_5741011.wav,9
bonafide,target,LA_0043,LA_E_4576020.wav,4
bonafide,target,LA_0022,LA_E_4485099.wav,9
bonafide,non-target,LA_0055,LA_E_3140892.wav,6
bonafide,target,LA_0007,LA_E_2823148.wav,3
bonafide,target,LA_0046,LA_E_6822537.wav,9
bonafide,target,LA_0044,LA_E_6525488.wav,9
bonafide,target,LA_0034,LA_E_1762489.wav,5
bonafide,target,LA_0026,LA_E_6963292.wav,3
bonafide,target,LA_0021,LA_E_7542451.wav,5
spoofed,A14,LA_0043,LA_E_1727259.wav,7
bonafide,target,LA_0007,LA_E_2225417.wav,6
spoofed,A18,LA_0008,LA_E_2935941.wav,4
bonafide,target,LA_0036,LA_E_9460849.wav,6
bonafide,non-target,LA_0058,LA_E_5486391.wav,6
spoofed,A15,LA_0017,LA_E_2343946.wav,7
bonafide,non-target,LA_0067,LA_E_9053445.wav,7
spoofed,A19,LA_0028,LA_E_6893766.wav,0
spoofed,A19,LA_0034,LA_E_3476714.wav,0
bonafide,target,LA_0016,LA_E_6366522.wav,5
spoofed,A07,LA_0034,LA_E_4270370.wav,0
bonafide,target,LA_0047,LA_E_4304265.wav,7
bonafide,target,LA_0021,LA_E_4798024.wav,1
spoofed,A07,LA_0045,LA_E_7193300.wav,3
spoofed,A10,LA_0015,LA_E_8562926.wav,5
bonafide,target,LA_0021,LA_E_5845399.wav,5
bonafide,target,LA_0014,LA_E_6554062.wav,7
spoofed,A10,LA_0026,LA_E_2403575.wav,5
bonafide,target,LA_0008,LA_E_1206794.wav,7
spoofed,A10,LA_0031,LA_E_2981832.wav,6
bonafide,target,LA_0042,LA_E_6439212.wav,7
bonafide,target,LA_0030,LA_E_8309251.wav,6
bonafide,target,LA_0041,LA_E_7464302.wav,6
bonafide,target,LA_0047,LA_E_9967663.wav,4
bonafide,non-target,LA_0063,LA_E_2263934.wav,6
spoofed,A11,LA_0035,LA_E_6979346.wav,7
spoofed,A14,LA_0040,LA_E_6872001.wav,4
bonafide,target,LA_0042,LA_E_1831235.wav,9
spoofed,A12,LA_0019,LA_E_9149291.wav,0
bonafide,target,LA_0009,LA_E_8888929.wav,7
bonafide,target,LA_0043,LA_E_3982137.wav,7
bonafide,non-target,LA_0064,LA_E_5490678.wav,1
bonafide,non-target,LA_0057,LA_E_9422097.wav,5
spoofed,A08,LA_0016,LA_E_9735747.wav,0
bonafide,target,LA_0034,LA_E_6367906.wav,5
bonafide,target,LA_0011,LA_E_4048708.wav,9
spoofed,A13,LA_0011,LA_E_7458770.wav,9
bonafide,target,LA_0020,LA_E_8444421.wav,9
bonafide,non-target,LA_0066,LA_E_7570949.wav,9
bonafide,non-target,LA_0067,LA_E_9272203.wav,4
bonafide,target,LA_0034,LA_E_9280037.wav,3
spoofed,A10,LA_0009,LA_E_7296107.wav,4
bonafide,target,LA_0045,LA_E_6918566.wav,8
bonafide,target,LA_0003,LA_E_4571391.wav,4
bonafide,non-target,LA_0049,LA_E_7459392.wav,7
bonafide,target,LA_0032,LA_E_3807335.wav,6
spoofed,A11,LA_0005,LA_E_7527756.wav,0
bonafide,target,LA_0016,LA_E_9084776.wav,6
bonafide,non-target,LA_0057,LA_E_5558962.wav,2
spoofed,A10,LA_0003,LA_E_8905116.wav,7
bonafide,non-target,LA_0066,LA_E_8672894.wav,9
bonafide,target,LA_0031,LA_E_1162721.wav,4
spoofed,A19,LA_0037,LA_E_5439182.wav,3
bonafide,target,LA_0038,LA_E_2593919.wav,6
bonafide,non-target,LA_0055,LA_E_5999924.wav,5
bonafide,target,LA_0043,LA_E_7384149.wav,6
bonafide,target,LA_0009,LA_E_4570967.wav,6
spoofed,A14,LA_0036,LA_E_2660104.wav,6
bonafide,target,LA_0046,LA_E_2166857.wav,6
bonafide,target,LA_0044,LA_E_6525488.wav,4
spoofed,A12,LA_0039,LA_E_9949537.wav,9
bonafide,target,LA_0048,LA_E_1905249.wav,9
spoofed,A16,LA_0042,LA_E_7191115.wav,2
bonafide,target,LA_0032,LA_E_9183713.wav,3
bonafide,target,LA_0010,LA_E_5871315.wav,9
bonafide,target,LA_0014,LA_E_1517407.wav,5
bonafide,target,LA_0033,LA_E_6128759.wav,8
bonafide,target,LA_0011,LA_E_9657351.wav,6
spoofed,A13,LA_0017,LA_E_3075604.wav,3
bonafide,non-target,LA_0059,LA_E_6426282.wav,8
bonafide,target,LA_0046,LA_E_2992000.wav,5
bonafide,target,LA_0042,LA_E_8170881.wav,8
bonafide,target,LA_0038,LA_E_4624110.wav,3
bonafide,target,LA_0030,LA_E_3519809.wav,5
bonafide,target,LA_0016,LA_E_3704961.wav,3
spoofed,A18,LA_0023,LA_E_4040377.wav,1
spoofed,A17,LA_0019,LA_E_3337419.wav,2
bonafide,non-target,LA_0067,LA_E_6641926.wav,3
bonafide,target,LA_0014,LA_E_1234718.wav,5
bonafide,target,LA_0016,LA_E_3231527.wav,7
spoofed,A07,LA_0036,LA_E_4852018.wav,8
spoofed,A09,LA_0011,LA_E_1613594.wav,2
bonafide,target,LA_0030,LA_E_5849185.wav,8
bonafide,target,LA_0020,LA_E_4171732.wav,7
bonafide,target,LA_0007,LA_E_2823148.wav,5
spoofed,A15,LA_0028,LA_E_1234220.wav,3
bonafide,non-target,LA_0050,LA_E_5759487.wav,7
bonafide,non-target,LA_0059,LA_E_5057325.wav,3
bonafide,non-target,LA_0049,LA_E_7705713.wav,9
spoofed,A13,LA_0020,LA_E_1186682.wav,0
spoofed,A09,LA_0032,LA_E_3214197.wav,1
spoofed,A19,LA_0031,LA_E_7898190.wav,3
bonafide,target,LA_0021,LA_E_3145588.wav,3
spoofed,A19,LA_0021,LA_E_3532689.wav,3
spoofed,A16,LA_0019,LA_E_4374757.wav,3
bonafide,non-target,LA_0049,LA_E_5339961.wav,6
bonafide,target,LA_0026,LA_E_5199737.wav,9
spoofed,A14,LA_0036,LA_E_9495969.wav,6
bonafide,target,LA_0016,LA_E_7202848.wav,9
bonafide,target,LA_0039,LA_E_2023260.wav,6
bonafide,non-target,LA_0066,LA_E_9544156.wav,7
bonafide,non-target,LA_0068,LA_E_4022756.wav,7
bonafide,target,LA_0019,LA_E_5836870.wav,7
bonafide,non-target,LA_0056,LA_E_2993825.wav,9
spoofed,A16,LA_0032,LA_E_7007530.wav,5
bonafide,target,LA_0042,LA_E_1762902.wav,4
bonafide,non-target,LA_0049,LA_E_4017472.wav,5
spoofed,A17,LA_0020,LA_E_2641221.wav,6
bonafide,target,LA_0003,LA_E_4732021.wav,7
bonafide,non-target,LA_0054,LA_E_7618683.wav,4
spoofed,A11,LA_0024,LA_E_7954793.wav,0
bonafide,target,LA_0016,LA_E_8192129.wav,7
bonafide,target,LA_0035,LA_E_3320439.wav,9
spoofed,A11,LA_0007,LA_E_9478516.wav,0
bonafide,target,LA_0040,LA_E_3212658.wav,6
bonafide,non-target,LA_0063,LA_E_2766353.wav,6
spoofed,A16,LA_0035,LA_E_7150932.wav,0
bonafide,non-target,LA_0064,LA_E_9715267.wav,7
bonafide,non-target,LA_0052,LA_E_5229141.wav,9
bonafide,target,LA_0020,LA_E_7419946.wav,1
bonafide,target,LA_0041,LA_E_3957220.wav,6
bonafide,non-target,LA_0058,LA_E_8622126.wav,6
spoofed,A08,LA_0033,LA_E_8036337.wav,2
bonafide,target,LA_0030,LA_E_7012733.wav,1
bonafide,target,LA_0017,LA_E_5317642.wav,9
bonafide,non-target,LA_0064,LA_E_5818354.wav,6
bonafide,non-target,LA_0050,LA_E_3427781.wav,9
bonafide,target,LA_0046,LA_E_6066342.wav,4
spoofed,A07,LA_0009,LA_E_6957216.wav,5
spoofed,A08,LA_0039,LA_E_6845541.wav,3
bonafide,target,LA_0041,LA_E_3927922.wav,8
bonafide,target,LA_0001,LA_E_4576503.wav,9
bonafide,target,LA_0017,LA_E_1535308.wav,5
bonafide,target,LA_0026,LA_E_5023410.wav,8
bonafide,target,LA_0036,LA_E_9460849.wav,8
bonafide,target,LA_0042,LA_E_3402691.wav,6
bonafide,target,LA_0003,LA_E_4819766.wav,4
bonafide,target,LA_0014,LA_E_9442725.wav,7
bonafide,non-target,LA_0054,LA_E_4146370.wav,3
bonafide,target,LA_0042,LA_E_8820010.wav,7
bonafide,target,LA_0047,LA_E_9999177.wav,6
bonafide,non-target,LA_0061,LA_E_3956538.wav,7
bonafide,target,LA_0047,LA_E_1300127.wav,6
bonafide,non-target,LA_0066,LA_E_8792884.wav,6
spoofed,A10,LA_0015,LA_E_9416203.wav,6
spoofed,A08,LA_0012,LA_E_4942163.wav,6
bonafide,target,LA_0003,LA_E_6047769.wav,3
bonafide,target,LA_0021,LA_E_7542451.wav,7
bonafide,non-target,LA_0051,LA_E_1983133.wav,4
bonafide,target,LA_0018,LA_E_2811571.wav,9
bonafide,non-target,LA_0061,LA_E_1721212.wav,7
bonafide,target,LA_0044,LA_E_8610347.wav,6
bonafide,target,LA_0008,LA_E_6231780.wav,4
spoofed,A15,LA_0015,LA_E_9072920.wav,4
bonafide,target,LA_0045,LA_E_5439039.wav,9
bonafide,target,LA_0002,LA_E_2520750.wav,6
bonafide,target,LA_0046,LA_E_6822537.wav,6
bonafide,target,LA_0028,LA_E_4075588.wav,4
bonafide,non-target,LA_0057,LA_E_4952184.wav,6
bonafide,target,LA_0008,LA_E_3125115.wav,7
bonafide,non-target,LA_0066,LA_E_9544156.wav,9
bonafide,non-target,LA_0055,LA_E_9195169.wav,4
spoofed,A09,LA_0045,LA_E_5206227.wav,4
spoofed,A19,LA_0044,LA_E_1126649.wav,0
spoofed,A19,LA_0024,LA_E_3746504.wav,0
bonafide,target,LA_0013,LA_E_2499908.wav,6
spoofed,A11,LA_0032,LA_E_1460951.wav,6
bonafide,non-target,LA_0051,LA_E_1350377.wav,6
bonafide,target,LA_0026,LA_E_1079546.wav,9
bonafide,target,LA_0024,LA_E_6912118.wav,9
bonafide,target,LA_0040,LA_E_2820962.wav,2
bonafide,non-target,LA_0054,LA_E_1973613.wav,6
bonafide,target,LA_0029,LA_E_2163151.wav,2
bonafide,target,LA_0002,LA_E_2427518.wav,6
spoofed,A10,LA_0029,LA_E_2939797.wav,4
spoofed,A16,LA_0044,LA_E_8547215.wav,1
bonafide,target,LA_0010,LA_E_1493904.wav,3
spoofed,A17,LA_0016,LA_E_1520115.wav,2
bonafide,target,LA_0046,LA_E_9267566.wav,4
bonafide,target,LA_0008,LA_E_1830935.wav,7
bonafide,target,LA_0034,LA_E_6754023.wav,9
bonafide,target,LA_0017,LA_E_1439559.wav,8
bonafide,non-target,LA_0067,LA_E_6641926.wav,6
bonafide,target,LA_0024,LA_E_6912118.wav,7
spoofed,A16,LA_0012,LA_E_1447258.wav,0
bonafide,target,LA_0040,LA_E_2391204.wav,2
spoofed,A09,LA_0006,LA_E_7210471.wav,0
spoofed,A10,LA_0047,LA_E_4502281.wav,3
bonafide,non-target,LA_0066,LA_E_1526839.wav,7
bonafide,target,LA_0045,LA_E_5439039.wav,6
bonafide,target,LA_0022,LA_E_8258387.wav,3
bonafide,non-target,LA_0065,LA_E_4214323.wav,9
bonafide,target,LA_0033,LA_E_4739368.wav,6
bonafide,target,LA_0009,LA_E_7073340.wav,7
spoofed,A11,LA_0024,LA_E_6935470.wav,0
bonafide,non-target,LA_0058,LA_E_8432180.wav,8
bonafide,target,LA_0040,LA_E_2391204.wav,5
spoofed,A12,LA_0048,LA_E_1210190.wav,3
bonafide,target,LA_0023,LA_E_6894662.wav,9
bonafide,target,LA_0024,LA_E_5184259.wav,9
bonafide,target,LA_0029,LA_E_9502838.wav,5
bonafide,target,LA_0019,LA_E_3356829.wav,9
bonafide,target,LA_0020,LA_E_2251526.wav,6
bonafide,target,LA_0011,LA_E_4514795.wav,0
bonafide,target,LA_0025,LA_E_3753496.wav,5
spoofed,A14,LA_0006,LA_E_9414132.wav,3
bonafide,target,LA_0019,LA_E_2646411.wav,9
bonafide,non-target,LA_0068,LA_E_6430997.wav,5
bonafide,non-target,LA_0061,LA_E_2340025.wav,4
bonafide,target,LA_0001,LA_E_4950552.wav,9
bonafide,target,LA_0010,LA_E_6874874.wav,7
bonafide,target,LA_0023,LA_E_8340119.wav,7
bonafide,non-target,LA_0060,LA_E_5091054.wav,4
bonafide,target,LA_0013,LA_E_4400341.wav,0
bonafide,non-target,LA_0058,LA_E_1053797.wav,6
bonafide,non-target,LA_0059,LA_E_6883362.wav,7
spoofed,A17,LA_0022,LA_E_7835386.wav,0
bonafide,non-target,LA_0055,LA_E_1632308.wav,9
bonafide,non-target,LA_0050,LA_E_3536152.wav,6
bonafide,non-target,LA_0052,LA_E_2195717.wav,6
bonafide,target,LA_0029,LA_E_1261067.wav,6
bonafide,non-target,LA_0059,LA_E_6246933.wav,6
bonafide,non-target,LA_0052,LA_E_4244867.wav,4
bonafide,target,LA_0032,LA_E_9183713.wav,4
bonafide,target,LA_0012,LA_E_3627372.wav,3
bonafide,target,LA_0041,LA_E_8749092.wav,7
bonafide,target,LA_0024,LA_E_5425509.wav,7
spoofed,A13,LA_0040,LA_E_1693480.wav,0
bonafide,non-target,LA_0051,LA_E_5624940.wav,2
bonafide,target,LA_0037,LA_E_3015056.wav,5
bonafide,target,LA_0003,LA_E_9838955.wav,9
bonafide,target,LA_0003,LA_E_2194928.wav,5
bonafide,non-target,LA_0066,LA_E_7892794.wav,6
spoofed,A12,LA_0030,LA_E_4631979.wav,5
bonafide,target,LA_0017,LA_E_5357749.wav,6
